ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
143	31	1	1	0.000000	148.645161	146.903226	0.000000	0.000000	0	94	0
144	5	1	1	0.000000	161.000000	161.000000	0.000000	0.000000	0	77	0
145	49	1	1	0.000000	148.918367	114.122449	0.000000	0.000000	0	108	0
146	3	1	2	0.000000	983.000000	199.666667	0.000000	0.000000	0	516	0
147	19	1	1	0.000000	417.789474	407.631579	0.000000	0.000000	0	232	0
148	16	1	1	0.000000	136.125000	136.125000	0.000000	0.000000	0	89	0
149	23	1	1	0.000000	126.347826	124.826087	0.000000	0.000000	0	95	0
150	91	2	1	0.000000	285.483516	280.516484	0.000000	0.000000	0	370	0
151	21	1	1	0.000000	148.523810	148.523810	0.000000	0.000000	0	93	0
152	29	2	2	0.000000	277.448276	271.758621	0.000000	0.000000	0	170	0
153	1	1	1	0.000000	151.000000	150.000000	0.000000	0.000000	0	78	0
154	11	1	3	0.000000	568.636364	281.181818	0.000000	0.000000	0	303	0
155	60	1	1	0.000000	238.916667	231.683333	0.000000	0.000000	0	261	0
156	16	2	1	0.000000	251.375000	244.687500	0.000000	0.000000	0	155	0
157	44	1	1	0.000000	114.477273	113.613636	0.000000	0.000000	0	83	0
158	52	1	2	0.000000	155.634615	143.596154	0.000000	0.000000	0	170	0
159	65	2	1	0.000000	172.676923	170.738462	0.000000	0.000000	0	230	0
160	2	1	1	0.000000	121.500000	121.500000	0.000000	0.000000	0	64	0
161	9	2	3	0.000000	707.111111	320.111111	0.000000	0.000000	0	374	0
162	22	2	1	0.000000	446.500000	441.818182	0.000000	0.000000	0	256	0
163	15	1	1	0.000000	140.466667	140.466667	0.000000	0.000000	0	74	0
164	13	2	2	0.000000	272.076923	271.538462	0.000000	0.000000	0	147	0
165	51	0	2	0.000000	263.333333	259.019608	0.000000	0.000000	0	188	0
166	44	2	1	0.000000	281.681818	184.954545	0.000000	0.000000	0	200	0
167	42	2	1	0.000000	136.380952	135.452381	0.000000	0.000000	0	164	0
168	8	2	2	0.000000	516.375000	512.375000	0.000000	0.000000	0	290	0
169	14	1	1	0.000000	264.357143	263.285714	0.000000	0.000000	0	158	0
170	2	2	2	0.000000	477.500000	475.000000	0.000000	0.000000	0	301	0
171	75	1	1	0.000000	292.893333	288.666667	0.000000	0.000000	0	319	0
172	3	2	2	0.000000	511.000000	507.000000	0.000000	0.000000	0	297	0
173	30	2	1	0.000000	244.466667	241.933333	0.000000	0.000000	0	181	0
174	23	1	1	0.000000	180.652174	180.652174	0.000000	0.000000	0	186	0
175	6	1	1	0.000000	165.000000	161.500000	0.000000	0.000000	0	90	0
176	51	1	2	0.000000	202.588235	175.039216	0.000000	0.000000	0	214	0
177	25	1	2	0.000000	374.400000	371.760000	0.000000	0.000000	0	217	0
178	14	1	2	0.000000	532.714286	530.214286	0.000000	0.000000	0	284	0
179	6	1	2	0.000000	954.000000	633.666667	0.000000	0.000000	0	502	0
180	18	2	2	0.000000	1320.777778	751.944444	0.000000	0.000000	0	742	0
181	2	2	1	0.000000	267.000000	134.500000	0.000000	0.000000	0	135	0
182	8	1	1	0.000000	138.375000	136.625000	0.000000	0.000000	0	66	0
